"","score","text","klasifikasi"
"413",1,"trumpliableforlies during coronavirususa his actions are ine and americans deserve a president who takes their lives seriously  locktrumpup votetrumpout cloro is enough evidence  moveon","Positif"
"414",-2,"quick action that was incomplete and then no action for two months coronavirususa trumpliespeopledie","Negatif"
"415",0,"as recycling companies keep employees healthy some are donating supplies to ensure healthcareheroes are protected too coronavirususa covid newyork    recycle","Netral"
"416",0,"jet blue requiring all passengers to wear face masks   starting  may  coronavirususa  jetblue  sandartta  travel  travel","Netral"
"417",5,"and when you want something all the universe conspires in helping you to achieve it paulocoelho allthepresidentsmen coronavirususa ppe crimesagainsthumanity truth justice ruleoflaw humanrights equality fairhousing education cleanairwater aca trumpsta greedgop","Positif"
"418",-3,"realizing a new reality for your business there will not be a  normal on the other side of the covid crisis well engage in a  reality that will not resemble what we knew to be normal ceo coronavirususa","Negatif"
"419",-2,"sure makes sense furlough workers at companies that are needed for covid  testing during a coronavirususa pandemic but also look to get federal money for the company sounds familiar","Negatif"
"420",-1,"covid surpasses the vietnam war   follow for more cartoons  covid covid coronavirususa coronavirusoutbreak deaths vietnam stayhome coviddeaths usa comics webcomic webcomics","Negatif"
"421",1,"if by accident he reaches the wh which unfortunately could happen because of covid coronavirususa  this would be the new negotiation style with president poutine and president xi ","Positif"
"422",3,"there is a godwho has a wonderful sense of humour perfect staythefuckathome washyourhands covid coronavirususa coronaviruscanada","Positif"
"423",-1,"our story with covid positive igg in ga      the numbers just arent accurate coronavirususa","Negatif"
"424",-1,"note to coronavirususa   please  in to trump","Negatif"
"425",-1,"after hundreds of patients in somerville covid clinic a turning point comes clear  via   geteducated coronavirususa","Negatif"
"426",0,"great  encouraging businesses to open friday  whether or not  lifts restrictions on nonessential businesses  please somebody stop this  coronavirususa covidiots arizona","Netral"
"427",2,"what is a mask valve and why are cities banning them coronavirususa","Positif"
"428",0,"my conclusion  humans are stupid coronavirususa stayathome","Netral"
"429",5,"the economy contracted the most it has since the great recession in the first quarter heres what were doing to try to correct the coronavirususa dip  moneymoves with  and more on the insight podcast","Positif"
"430",1,"covid coronavirususa  boeing failures have nothing to do with covid they have nothing to deliver the max is a failure","Positif"
"431",1,"thank you  for publishing this article on event planning during the covid crisis  covid coronavirususa staysafe eventplanner events","Positif"
"432",0,"bovada sims today gt  sports simulation betting guide gt  nfl sims coronavirususa","Netral"
"433",-1,"so much for that flawed va study pushed by cnn and the rest of the fakenewsmedia to attack hydro  accordingly to this analysis the drug has a  efficacy rate for coronavirus patients based on studies to date   coronavirususa kag twgrp","Negatif"
"434",-1," never been anything like this does  not know about the spanish flu pandemic it killed  americans  years ago covid coronavirususa","Negatif"
"435",0,"all are welcome to attend our virtual mass this morning as we honor the science medical amp first responder communities for their contributions to the fight against covid coronavirususa tenuinecdimittam","Netral"
"436",1,"so some people are staying this was staged and these are actors pence coronavirususa covid","Positif"
"437",-6,"his contempt and sheer disregard for other human beings lives is on full display for all to see  actions sum up the trump admin lack of concern about americans lives they just don care in the slightest if we die  covid coronavirususa","Negatif"
"438",0,"someone play the song fortunate son because trump finally did it us covid deaths have surpassed all the soldiers that died in  plus years of vietnam this is trumps vietnam ironically the war he needed  deferments to avoid coronavirususa vietnamwar","Netral"
"439",2,"this week an improbable summer the virus outside new york decency vs honesty coronavirususa camus  wednesday briefs   april","Positif"
"440",-1,"if it wasn for my guitars i would have lost my mind during this bullshit covid conronalockdown e coronavirususa covidsucks","Negatif"
"441",0,"does anyone else feel like were in a bad e to see how easily we can be controlled  and from what im seeing controlling us is pretty easy covid covidusa coronavirus coronavirususa coronaviruse","Netral"
"442",-2,"trump trumpisanidiot trumpliesamericansdie coronavirususa   trump just doesnt get it    looking at doing it on the international flights coming out of areas that are heavily infected we will be looking into that in the very near future","Negatif"
"443",2,"coronavirususacovidusatrumpisaloserjoebidenusacoronaviruselection  what the survey indicates  is pandemic turns to opportunity to biden  can trump fill the  political hiatus by ne  months","Positif"
"444",1,"i bet  doesn wash  his hands after he pees either coronavirususa covid betterthantherestofus darwinawards","Positif"
"445",0,"usa is now at  resolved cases it took china  days to get from there to  and  additional days to get to  but usa seems to be taking twice as long also right now case fatality rate cfr in usa is  final cfr could be  coronavirususa","Netral"
"446",0,"jesus tittyfucking christ  covid coronavirus covidusa coronavirususa","Netral"
"447",1,"more than  million coronavirus cases worldwide covid cases worldwide timelapse on youtube   click the link   coronaupdate covid coronavirus covid covid coronavirususa usa india coronavirusindia wednesdaythoughts wednesdaymorning","Positif"
"448",-2,"things to do in los angeles aka the cityofangels magdafree of course and a bucket list challenge for besties see you after the coronavirususa pandemic ","Negatif"
"449",0,"governor lockdown   cuomo covid coronavirususa wuhanvirus","Netral"
"450",1,"apr  projection of covidus  using confirmed cases up to yesterday  a is sequential day number starting with day  on st jan  line is forecast  are cases  are cases used to predict  not always hit the mark fyi covid coronavirususa","Positif"
"451",1,"weekly mortgage applications to buy a home make a strong recovery from  economy coronavirususa","Positif"
"452",-2," truly alone and thats the most heartbreaking  around  residents have died from coronavirus at  veterans home in massachusetts coronavirususa covid","Negatif"
"453",-1,"biden will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"454",0,"today the us passed  million confirmed cases  covid covid covid coronavirususa covid covid","Netral"
"455",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"456",-3,"covid cdc   cure funny if probiotics are used to kill radicals in your blood could a probiotic possibly be used to help fight the coronavirususa  at least help with controlling the severity has anyone looked into it","Negatif"
"457",-1,"wednesdaymorning pencedemic covid coronavirususa   perhaps you don know the difference between the  required face mask and an eye mask   a face mask does not deter you from looking people in the eye  you terrible at it but try another lie mr arrogant","Negatif"
"458",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"459",2,"covid is hitting some patients with obesity particularly hard  coronavirus coronavirususa lockdown stayathome obesityepidemic","Positif"
"460",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"461",1,"deranged genius and now certified covidiot  tweets free america now as his covid predictions prove very wrong covididiots covid  covid covidiots coronavirususa pandemic pandemia stayhome wednesdaythoughts certifiedcovidiot","Positif"
"462",0,"imagine the egg on the faces of  amp  will be priceless when their draconian rules devastate small businesses who dont make it back from the coronahoax  il will be totally screwed if thats even possible to be worse off coronavirususa thoughts","Netral"
"463",0,"happy wednesday everyone sonny amp stone cold said coronavirususa doyourpartstayapart  washyourhands stayhomesavelives ","Netral"
"464",1,"today is nationalpeaceroseday  covid still sucks  coronavirus coronavirususa","Positif"
"465",0,"governor newsom newsom appoints billnye  the science guy head of coronavirus task force  to keep pace and in response realdonaldtrump appoints berniemadoff to head of coronavirususa small business loans  both should work","Netral"
"466",-1,"the vietnamwar lasted just under  years during that time the us lost  service members  according to  the us has lost  people to coronavirus in  months covid coronavirususa coronaviruspandemic trumpcovidfails trumpvirus trump covid","Negatif"
"467",-1,"the us pandemics killed more than died in the vietnam war with all under threat as bone spurs wont get you safety as happened before  coronavirususa vietnamwar bonespurs trump","Negatif"
"468",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"469",0,"grima refuses to wear mask to please saruman penceisanidiot coronavirususa isenguard","Netral"
"470",-1,"will there be an investigation  will anyone be held responsible for such an enormous loss of life in this us of a alllifeislife covid coronavirustruth coronavirususa coronahoax","Negatif"
"471",-2,"this admin amp foolish supporters values reelection amp economic gain over our being  theyll violate own mandates defy own e force us back to workrisk amp forfeit our lives to serve their purpose  look at the numbers  watch sadly  stay home coronavirususa resist","Negatif"
"472",0,"coronavirususa coronavirus newjerseycoronavirus  nj te kentucky california","Netral"
"473",0,"how can the white house coronavirus briefings be improved  s  look at issues with opinions from throughout the political spectrum  pressbriefings coronavirususa","Netral"
"474",1,"coronavirususa coronavirus newyorkcoronavirus  new york rhode island georgia south carolina","Positif"
"475",2,"us coronavirus death toll is far higher than reported  newyork covid coronavirususa","Positif"
"476",-4,"coronavirususa has just walked in the door there been a fold increase of deaths in  wks wait until covid settles down and really makes itself at home in places that have substantial numbers of people who get their medical advice from qanon","Negatif"
"477",0,"why is he praying at all in public office that shit has to go with coronavirususa","Netral"
"478",1,"some cities like st louis say that only africanamericans are dying from covid i don buy it here is why coronavirususa","Positif"
"479",0,"we still cant get toilet paper ne up   funnymeme meme coronavirususa coronaviruspandemic toiletpaper tpshortage foodshortage vanillacake cakeshape cakedecoration stayhomestaysafe childrensauthor cake smile laughteristhebestmedicine","Netral"
"480",0,"this right here covid coronavirususa","Netral"
"481",1,"more free activities for kids from the fabulous  parents coronavirususa","Positif"
"482",-2,"coronavirususa coronavirustruth   im trying to wrap my head around how opening at half occupancy protects anyone if person a is turned away but person b gets in then a returns to sit in the same chair what is the point","Negatif"
"483",-4,"more bad news for ba keeps getting worse and has nothing to to with the coronavirususa  boeing q defense space amp security revenue down  to  bln factset consensus  bln marketwatch  am et","Negatif"
"484",-2,"feeling bad for people living in states like iowa amp te  the governors are basically blackmailing them the warning should to given to the employers instead to make things safe for their employees returning to work  coronavirususa  e","Negatif"
"485",1,"you should fire  from your store  she obviously does not care enough about the safety of your customers and employees to allow her to work there anymore  audreywhitlock coronaviruspandemic coronavirususa","Positif"
"486",2,"all profits from  are going to direct relief to provide ppe to frontline healthcare workers individual downloads are just each prints also available  covid covidusa pandemic artforacause directrelief coronavirus coronavirususa nature art","Positif"
"487",0,"history will record the overreaction to the coronavirususa as one biggest hoa ever foisted on us by weaponized leftists and authoritarian bent on depriving us of constitutional rights","Netral"
"488",0,"death rates  coronavid  coronavirususa  covid  covidpt coronavirususa  coronavirusmemes  portugal ptpt","Netral"
"489",-1,"one happy thought for the day five or ten years from now the trump train wreck will be a movie of the week all the underhand backroom amp self serving actions will be televised for all to judge future accountability coronavirususa trumpenablers","Negatif"
"490",-3,"coronavirususa on  feb there were only  cases and no death in usa on  april  million cases with  thousand death trump must see his ass in mirror","Negatif"
"491",-1,"how trump and his team covered up the coronavirus in five days   covid coronavirus covidontario covidbc coronavirusupdates coronavirusuk coronavirususa pandemic stayhome covidusa viruscorona covidcanada pandemic","Negatif"
"492",1,"need strength to cope with grief amp an discover some goodnews from god our loving heavenly father  today  paul takes the good news to antioch in pisidia pic  read more    coronavirus coronavirusireland coronavirususa usacoronavirus pray","Positif"
"493",-2,"every school district should have a remote learning plan in place moving forward  coronavirususa education","Negatif"
"494",-2,"primitive masculinity nanny states forbid us making our own decisions so many are forced to suffer long agonising deaths  euthanasia dignity euthanasie covid coronavirusuk coronavirususa cancer crimesagainsthumanity news democracy resist","Negatif"
"495",-2,"hundreds line up hours in advance for distribution of emergency food bo during pandemic coronavirususa","Negatif"
"496",0,"yeah we number  coronavirususa","Netral"
"497",-2,"bbc news  coronavirus one thing that makes job loss in us so painful  coronavirususa healthinsurance","Negatif"
"498",2,"oh the irony if pence was e to the virus amp transmits it to trump because he did not follow current medical guidance irresponsible badjudgement sciencematters coronavirususa cdc safety","Positif"
"499",-1,"of course moscowmitch will  like all republicans dont give a damn about coronavirususa republicansarekillingus","Negatif"
"500",3,"has coronavirus become airborne this would make it even more deadlier right ","Positif"
"501",-3,"trump suggests coronavirus funding for states could be tied to sanctuary city policies  so much  for not playing politics during coronavirususa","Negatif"
"502",0,"defenders of the usconstitution  trumpvoters trumpcult pandemic coronavirususa covid","Netral"
"503",0,"magdeburg  domplatz hasselbachplatz merkels sa is again taking action against its own people   coronavirususa   germany stopdelockdown corona homeoffice lockdown","Netral"
"504",1,"pandemic causing shortage of contraceptives and will impact womens reproductive health un  covid coronavirus covidontario covidbc coronavirusupdates coronavirusuk coronavirususa pandemic stayhome covidusa viruscorona covidcanada","Positif"
"505",-2," truly alone and thats the most heartbreaking around  residents have died from coronavirus at  veterans home in massachusetts coronavirususa covid boston  e","Negatif"
"506",1,"questions i need asked during the ne whitehousebriefing  is  coloring  hair does  wear a mask when mother cuts his hair coronavirususa","Positif"
"507",1,"more deadly than  coronavirususa","Positif"
"508",4,"i know pence is e religious but does he believe he is protected by a greater authority mikepence coronavirususa covid trumpmadness trumpliesamericansdie trumpliespeopledie","Positif"
"509",4,"hey us citizens  after receiving good coronavirususa advice to drinkingest somehow disinfectionfloor cleaners now this vicepres pence visiting a hospital declining to wear a mask are you still convinced your govt is not insane and kowns what its been doing  really","Positif"
"510",2,"thanks to trump america is now a shitholecountry i want my usa  back sad trumppressconference coronavirususa","Positif"
"511",0,"trumps stupefying incompetence nonstop covid chaos amp lies criminal negligence are killing us  raise holy hell with your senators  trumpliespeopledie trumpownseverydeath trumppressconference trumpscatastrophe trumpsplague trumpmoron coronavirususa trump trump","Netral"
"512",3,"i sending love to everyone around the world together we can get through this best covid covidaus covidindia coronavirususa coronavirusuk coronalockdown coronavirus covid covid coronavirus stayhome workingfromhome  coronavirusireland covidfr","Positif"
"513",0,"good morning duhmurikkkuh we currently lead the world with  coronavirus cases and  coronavirus deaths oh but many us states wanna reopen immediately coronavirus coronavirususa trumpownseverydeath  trumpliespeopledie trumpgenocide trumpisanidiot","Netral"
"514",1,"how can we envision a better world after the pandemic vocabulary english learnenglish englishteacher englishlanguage coronavirususa","Positif"
"515",0,"pro trump openamericanow rallies set to take place in following in following places coronavirusupdate coronavirususa  would encourage everyone to staysafe and stayconnected till election","Netral"
"516",-2," truly alone and thats the most heartbreaking  around  residents have died from coronavirus at  veterans home in massachusetts coronavirususa covid","Negatif"
"517",0," quote leading into the thoughtprovoking article i will be sending out this weekend  warning article does contain some profanity coronavirususa saturdaythoughts ","Netral"
"518",-2,"no even a dead worker can make money for a capitalist  dead peasant insurance policies  covid coronavirus  coronavirususa  usacoronavirus","Negatif"
"519",-1,"too many are affected  coronavirusde coronavirususa covid stopdelockdown idiot virus","Negatif"
"520",-4,"whatever happened to political posters lets use millions of them again in public places to call for end of parasitic landlord property rights to call for nationalizing key industries etc generalstrike rentstrike rentrelief covid coronavirus coronavirususa ubi","Negatif"
"521",-2,"anthony fauci told  that the unitedstates may have a bad autumn and a bad winter   the milestone of  million detected infections has been reached in the usa more than  people have died coronavirus coronavirususa","Negatif"
"522",-5,"coronavirusus the  covid deaths in us e the number of american soldiers who lost their lives in the vietnam war that lasted for two decades    covid pandemic infectiousdisease coronavirusupdate usa vietnamwar coronavirususa","Negatif"
"523",-1,"watch this video      coronavirusaustralia coronavirusuk coronavirususa usa usacoronavirus","Negatif"
"524",2,"thank you                iagov covid coronavirususa","Positif"
"525",-2,"what i dont get about lifting the stayathome order in midwestern states is that the outbreak is just now starting here in my county alone the number of cases has increased threefold in the last two weeks covid coronavirususa","Negatif"
"526",-1,"bootie burner at home training discover  to enjoy targeted training tutorials wholesome and raw recipes and my personal story fitness workout lifestyle food cleaneating blogger organic home mentalhealth coronavirususa","Negatif"
"527",-1,"yo we really at k dead coronavirususa","Negatif"
"528",1,"is this anti semitic or trying to keep the citizens of his city safe from the scourge of covid coronavirususa","Positif"
"529",2,"april   europeanunion  eu population  million people  eu covid death toll  unitedstates  us population  million people us covid death toll  covid coronavirususa covid ccpvirus covid chinavirus china coronavirus","Positif"
"530",-1,"check out jojo jacksons video tiktok coronavirususa thisisamerica brokenamerica","Negatif"
"531",2,"the greatest wealth is health coronavirususa wednesdaymorning","Positif"
"532",-1,"she told cops she hadnt taken her medication for a pree heart condition  wow she looks like she just had died from the coronavirus and was being wheeled away by workers on the front line coronavirustruth coronavirususa","Negatif"
"533",0,"coronavirus likely hammered united states economy in first quarter  corona coronavirususa coronadeutschland coronavirusde coronavirustruth coronavirusdeutschland coronawillendsoon coronainpakistan","Netral"
"534",0,"people are currently infected with the coronavirus covid coronaviruschallenge coronavid coronavirus covid corona coronvirusuk cornoravirus covid carnivalpanorama coronavirususa","Netral"
"535",-2,"trumpolini considers collectively punishing people living in democrat governed states  fascism coronavirususa covid","Negatif"
"536",1,"coronavirus treatment healthcare if you have fully recovered from covid you may be able to help patients currently fighting the infection by donating your plasma   coronaviruspandemic  coronavirususa","Positif"
"537",1,"coronavirususa  sp aprilth light negative stayhome stayathome","Positif"
"538",-2,"us corporatist fascism keeps the snouts at the trough well fed while ordinary people suffer  coronavirususa coronavirusrorts","Negatif"
"539",3,"probably the nature has given us time to stop and introspect ourselves and become more responsible living thing on the planet more like a warning covid corona coronavirususa stayhomestaysafe donaldtrump naturewarning quarantinelife gocoronago introspect saveearth","Positif"
"540",-1,"its wednesday  time for a good read try our old testament in a year with photos maps daily readings amp insights   april joshua builds an altar at mt ebal pic  find todays feature  catch up    coronavirus coronavirusscotland coronavirususa","Negatif"
"541",0,"always an e always an e your hands up and admit your a failure coronavirususa","Netral"
"542",5,"here a minor recap of the trenton nj  rally below you will see the covid solution it a good thing he made this sign or else we never know how to overcome this global health crisis covid newjersey pandemic quarantine  njunemployment coronavirususa","Positif"
"543",-1,"thats another downright lie from trump    coronavirususa covidusa","Negatif"
"544",1,"this is a pretty serious development the implications are pretty significant maga trump trumplandslide kag kag coronavirus covidus coronavirusoutbreak covid covidusa covid coronavirususa workingfromhome opencalifornianow openamericanow","Positif"
"545",-1,"coronavirus death toll in us now e that of vietnam war    penceisanidiot pencedemic trumpcovidfails coronavirus healthcareheroes coronaviruspandemic coronavirususa pandemic","Negatif"
"546",2,"mark my words trump is going to postpone the elections until further notice because of the coronavirususa","Positif"
"547",1,"cnbc hadley gamble covering a potential inquiry into covid and the e to which it should be political  i not really sure how any inquiry could be apolitical     coronavirus coronavirusuk coronavirususa coronaviruspandemic coronaviruslockdown","Positif"
"548",-1,"covid coronavirususa  coronavirus socialdistancing   how are their views different from those of this coronavirusinfected doctor in new york city","Negatif"
"549",0,"dr musk was as wrong as drtrump  covidusa coronavirususa  million infected amp at least k dead so far amp nowhere close to zero new infections","Netral"
"550",0,"compared to  million   versus   coronavirus coronavirususa","Netral"
"551",0,"we need to be scientific and not superstitiousblind faith coronavirusindia coronavirusupdate covidindonesia covid coronavirususa coronavirusuk stayathome covidindia janatacurfew","Netral"
"552",1,"us death toll from coronavirus approaches    coronaviruspandemic usa coronavirususa","Positif"
"553",-1,"waiting for corona scenarios  covidiot coronavirususa","Negatif"
"554",-1,"coronavirusus the number of people infected by the coronavirus in the united states crossed one million and the fatalities jumped to nearly  coronavirus covid pandemic infectiousdisease coronavirusupdate usa coronavirususa","Negatif"
"555",-3,"coronavirus  covid  coronavirususa    they might find out what a real shutdown looks like if they keep messing with the people","Negatif"
"556",1,"the coronavirus deathtoll meter they continuously show should have  by donald j trump underneath it since these deaths are due to his purposeful inaction regarding this pandemic covid coronavirususa","Positif"
"557",1,"too little too late  million death is nothing to ignore mr trump trumppressconference trumppressbriefing trumpownseverydeath trumpliespeopledie coronavirususa covid","Positif"
"558",-1,"since society wants to reopen and act like nothing has happened i want to know why there still no lysol or clorox or bleach to be found  i not going to act like  when i can even buy cleaning products coronavirususa  protestlockdown","Negatif"
"559",0,"shout out to alicia keys for great good job song that lifts our spirits analyze our song and give pointers rockytwymancom love to meet you and say thanks for your loving service to humanity god bless aliciakeys coronavirususa pandemic cnn","Netral"
"560",0,"fresh shave and my coronavirus message just now  coronaviruspandemic coronavirusoutbreak coronavirususa covid covid ","Netral"
"561",2,"is it just pure coincidence that the uk and usa have the worst figures with regards to coronavirus on the entire planet coronavirus coronavirusuk coronavirususa covid","Positif"
"562",-1,"nightmare scenariopray for the affectedboth us and nonus citizens  coronavirususa","Negatif"
"563",1,"whomever is saying to opencalifornianow i got three words for you areyoucrazy   stayhome socialdistancing wearmask savelives  covid coronavirus coronaviruspandemic coronavirusoutbreak coronavirususa coronavirusoutbreak","Positif"
"564",2,"freedommask is a highly developed n mask with carbon cover it protects your skin from infection microorganisms and pollution buy now  freedommask masksall covid  covid covid usacovid coronavirus corona coronavirususa coronalockdown","Positif"
"565",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid censorship banned tuckercarlson","Netral"
"566",0,"california governor says it will take months and not weeks before theaters can reopen in their state  coronavirususa","Netral"
"567",0,"new coronavirus in the united states e  million coronavirus coronavirususa","Netral"
"568",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid censorship banned china","Netral"
"569",-2," truly alone and thats the most heartbreaking  around  residents have died from coronavirus at veterans home  in massachusetts coronavirususa covid","Negatif"
"570",1,"if trump is doing such a wonders job why do coronavirususa figures show that he is not governors disagree with him as so do some medical e with integrity","Positif"
"571",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid censorship banned maga","Netral"
"572",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid censorship banned ale","Netral"
"573",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid","Netral"
"574",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid","Netral"
"575",1,"ppp loans sapped by big businesses  the daily social distancing show  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"576",0,"quarantine hilarious diary quarantinediary covid coronavirususa","Netral"
"577",-3,"according to the us national archives  american soldiers died in the vietnam conflict which began in  and ended in   covid coronavirususa vietnamwar","Negatif"
"578",2,"can anyone in the us do a covid test on this poor young man both chinese amp american ppl need some answers from us govchinaliedpeopledied chinavirus coronavirususa trumpisanidiot trumpliesamericansdie chinazi","Positif"
"579",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid","Netral"
"580",7,"can you send me the report so i can read it over about what you say bebest and tell the truth coronavirususa","Positif"
"581",1,"i guess  has order his puppet  not to wear a mask  how irresponsible  this is not the way to handle this deadly coronavirususa covid  i hope he is going in quarantine now","Positif"
"582",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid","Netral"
"583",-1,"covid coronavirususa covid cases passes one million in usa","Negatif"
"584",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covid","Netral"
"585",1,"god bless cuomo but when history is written and actions are measured charlie baker will be a serious subject  coronavirususa  coronavirus  lincolnproject republicans","Positif"
"586",-1,"yet again that you do not care about anything but your reelection and nothing about us now tell me why do you think anyone would vote for you after hearing you say things like that  maga kag coronavirususa covidusa gt","Negatif"
"587",0,"play this delighful quiz to beat your boredum    coronaboredom boredinthehouse usa lockdown coronavirus coronavirususa tweetme sharethis","Netral"
"588",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa","Netral"
"589",3,"i only know of one vicious griper  and sadly he can hack it as leader of the free world   narcissistinchief  coronavirus  coronavirususa","Positif"
"590",1,"unfortunately you are sooo factually incorrect  coronavirus  coronavirususa  narcissistinchief","Positif"
"591",-1,"these dead people trumpburialpits  trumpgenocide  trumpshitshow  covid  coronavirususa  vicepuppy     potusenemyofthepeople","Negatif"
"592",-2,"it just doesnt occur to them to count us  native americans are being left out of demographic data on covid impact in the us they are categorized under the label  in some states coronavirususa","Negatif"
"593",1,"trump ends briefing after reporter asks why reelect him after he lost mo  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"594",-1,"last  days corono cases in usa  th apr  th apr  st apr   nd apr   rd apr    th apr   th apr   th apr   th apr   th apr   total   besafe coronaviruslockdown coronavirususa","Negatif"
"595",1,"find it watch it very informative  dr fauci definitely needs to do the coronavirus briefings to the country  coronavirususa","Positif"
"596",-1,"thanks from us secretary of state mike pompeo for the coronavirus covid aid sent by turkey coronavirususa","Negatif"
"597",0,"coronavirus trump orders meatpacking plants to stay open  coronavirususa usalockdown foodsupplychain warlaw","Netral"
"598",3,"how much of an closed minded paranoid asshole do you have to be to think maatje benassi bought the coronavirus and spread it around the us but not only is it that you begin to threaten her life including her husband coronavirus covid coronavirususa","Positif"
"599",0,"usa real data   prediction    today we surpassed  million confirmed cases with so many states set to reopen we are going to trend up  well at least all the states are telling people to wear masks now  covid coronavirususa","Netral"
"600",1,"you shld not mislead ur country and world one shld not look at number of tests but tests per million population and by that standard usa is not even close to other nations even uae is doing better than you coronavirususa","Positif"
"601",0,"fishing fishinglife angling anglers fishingcartoons cartoons cartoonart   ggone ccold fishturkey  coronaviruslockdownuk coronaviruslockdown coronavirususa  coronavirus","Netral"
"602",2," can you say karma what goes around comes around thesunkenplace hypocrites joke clowns coronavirus trumpvirus covid coronavirususa pandemic","Positif"
"603",0,"first us case of rare inflammatory syndrome linked to coronavirus  covid coronaviruspandemic coronavirususa","Netral"
"604",-3," feels like almost everyone is in need  meet s tina gonzales shes helping those hit hard by the covid outbreak with popup food pantries in san francisco coronavirususa nationalvolunteermonth","Negatif"
"605",-1,"fromthecenter us coronavirus death toll e americans killed in vietnam war as cases top  million  reporting by    vietnamwar coronavirususa","Negatif"
"606",0,"thread  coronavirususa coronavirusoutbreak covid covid covidpandemic","Netral"
"607",8,"let them go without your labor  let them go without the wealth you generate for them  let them go  they dont care about you so why should you care about them  labor dont need capital more than capital desperately needs labor  coronavirususa","Positif"
"608",0," this is a ct image of a patient with pneumonia from an article on ecigarette pneumonia in the united states on september   which will be used to further confirm the origin of covid virus fortdetrick covid coronavirususa ","Netral"
"609",1,"this is what real numbers are folks  poland polska pol european coronavirususa coronavirus flattenthecurve firefauci firebirx bigpharma covid covid coronavirushoax corona coronaviruspandemic fakepandemic","Positif"
"610",-1,"worldometer had k recover now its k wtf liars covid coronavirususa coronavirushoax fakepandemic","Negatif"
"611",0,"history repeats itself usa trumpgenocide coronavirususa","Netral"
"612",4,"i agree great article in support of you    kids optimism resilience happiness parentinginapandemic covid courageisbeautiful covid coronavirus coronavirususa health healthy drrachaelsilverman love motivation mentalhealth","Positif"
"613",-1,"us pug becomes first recorded dog to test positive for covid virus  coronaviruspandemic coronavirususa","Negatif"
"614",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"615",6,"thank you  nurses docs and staff we love  you all thank you coronavirususa  firstresponders  nursescovid  nursesrock","Positif"
"616",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"617",-1,"covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"618",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"619",0,"i guess the house of representatives is not an essential service      houseofrepresentatives unitedstates  coronavirususa  covid  covid  covid","Netral"
"620",-1,"covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"621",0,"the mainstreammedia never talks about covid   remember that       coronavirususa ","Netral"
"622",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"623",4,"speaker pelosi sen schumer gtgtgt congress looks foolish amp out of step with its inability to work amp vote remotely given coronavirususa given the technology available you really need to get these updates made","Positif"
"624",-1,"covid cases in us top  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"625",0,"fore coronavirususa","Netral"
"626",0,"the numbers are staggering it took about  years for the us to lose  americans in vietnam it took covid only  weeks to surpass that number coronavirususa","Netral"
"627",-1,"new york er doctor who treated coronavirususa patients dies by suicide coronawarrior rip","Negatif"
"628",0,"california governor says it will take months and not weeks before theaters can reopen in their state  coronavirususa","Netral"
