"","score","text","klasifikasi"
"496",0,"yeah wexexxre number  coronavirususa","Netral"
"497",-2,"bbc news  coronavirus one thing that makes job loss in us so painful  coronavirususa healthinsurance","Negatif"
"498",2,"oh the irony if pence was exposed to the virus amp transmits it to trump because he did not follow current medical guidance irresponsible badjudgement sciencematters coronavirususa cdc safety","Positif"
"499",-1,"of course moscowmitch will  like all republicans dont give a damn about coronavirususa republicansarekillingus","Negatif"
"500",3,"has coronavirus become airborne this would make it even more deadlier right xfxfxaxcoronavirususa","Positif"
"501",-3,"trump suggests coronavirus funding for states could be tied to sanctuary city policies  so much  for not playing politics during coronavirususa","Negatif"
"502",0,"defenders of the usconstitution  trumpvoters trumpcult pandemic coronavirususa covid","Netral"
"503",0,"magdeburg  domplatz hasselbachplatz merkels sa is again taking action against its own people xfxfxaxac  coronavirususa   germany stopdelockdown corona homeoffice lockdown","Netral"
"504",1,"pandemic causing shortage of contraceptives and will impact womens reproductive health un  covid coronavirus covidontario covidbc coronavirusupdates coronavirusuk coronavirususa pandemic stayhome covidusa viruscorona covidcanada","Positif"
"505",-2,"xexxctheyre truly alone and thats the most heartbreaking around  residents have died from coronavirus at  veteransxexx home in massachusetts coronavirususa covid boston  extendthelockdown","Negatif"
"506",1,"questions i need asked during the next whitehousebriefing  is  coloring xexxs hair does  wear a mask when mother cuts his hair coronavirususa","Positif"
"507",1,"more deadly than  coronavirususa","Positif"
"508",4,"i know pence is extremely religious but does he believe he is protected by a greater authority mikepence coronavirususa covidxexxbc trumpmadness trumpliesamericansdie trumpliespeopledie","Positif"
"509",4,"hey us citizens  after receiving good coronavirususa advice to drinkingest somehow disinfectionfloor cleaners now this vicepres pence visiting a hospital declining to wear a mask are you still convinced your govt is not insane and kowns what its been doing  really","Positif"
"510",2,"thanks to trump america is now a shitholecountry i want my usa xfxfxxbaxfxfxxb back sad trumppressconference coronavirususa","Positif"
"511",0,"trumps stupefying incompetence nonstop covid chaos amp lies criminal negligence are killing us  raise holy hell with your senators  trumpliespeopledie trumpownseverydeath trumppressconference trumpscatastrophe trumpsplague trumpmoron coronavirususa trump trump","Netral"
"512",3,"ixexxm sending love to everyone around the world together we can get through this best covid covidaus covidindia coronavirususa coronavirusuk coronalockdown coronavirus covid covid coronavirus stayhome workingfromhome  coronavirusireland covidfr","Positif"
"513",0,"good morning duhmurikkkuh we currently lead the world with  coronavirus cases and  coronavirus deaths oh but many us states wanna reopen immediately coronavirus coronavirususa trumpownseverydeath  trumpliespeopledie trumpgenocide trumpisanidiot","Netral"
"514",1,"how can we envision a better world after the pandemic vocabulary english learnenglish englishteacher englishlanguage coronavirususa","Positif"
"515",0,"pro trump openamericanow rallies set to take place in following in following places coronavirusupdate coronavirususa  would encourage everyone to staysafe and stayconnected till election","Netral"
"516",-2,"xexxctheyre truly alone and thats the most heartbreaking  around  residents have died from coronavirus at  veteransxexx home in massachusetts coronavirususa covid","Negatif"
"517",0,"xfxfxaxatodayxexxs quote leading into the thoughtprovoking article i will be sending out this weekend  warning article does contain some profanity coronavirususa saturdaythoughts xfxfxxab","Netral"
"518",-2,"no even a dead worker can make money for a capitalist  dead peasant insurance policies  covidxexxbc coronavirus  coronavirususa  usacoronavirus","Negatif"
"519",-1,"too many are affectedxfxfxaxad  coronavirusde coronavirususa covid stopdelockdown idiot virus","Negatif"
"520",-4,"whatever happened to political posters lets use millions of them again in public places to call for end of parasitic landlord property rights to call for nationalizing key industries etc generalstrike rentstrike rentrelief covid coronavirus coronavirususa ubi","Negatif"
"521",-2,"anthony fauci told  that the unitedstates may have a bad autumn and a bad winter   the milestone of  million detected infections has been reached in the usa more than  people have died coronavirus coronavirususa","Negatif"
"522",-5,"coronavirusus the  covid deaths in us exceeded the number of american soldiers who lost their lives in the vietnam war that lasted for two decades    covid pandemic infectiousdisease coronavirusupdate usa vietnamwar coronavirususa","Negatif"
"523",-1,"watch this video      coronavirusaustralia coronavirusuk coronavirususa usa usacoronavirus","Negatif"
"524",2,"thank you                iagov covid coronavirususa","Positif"
"525",-2,"what i dont get about lifting the stayathome order in midwestern states is that the outbreak is just now starting here in my county alone the number of cases has increased threefold in the last two weeks covid coronavirususa","Negatif"
"526",-1,"bootie burner at home training discover  to enjoy targeted training tutorials wholesome and raw recipes and my personal story fitness workout lifestyle food cleaneating blogger organic home mentalhealth coronavirususa","Negatif"
"527",-1,"yo we really at k dead coronavirususa","Negatif"
"528",1,"is this anti semitic or trying to keep the citizens of his city safe from the scourge of covid coronavirususa","Positif"
"529",2,"april   europeanunion  eu population  million people  eu covid death toll  unitedstates  us population  million people us covid death toll  covid coronavirususa covid ccpvirus covid chinavirus china coronavirus","Positif"
"530",-1,"check out jojo jacksons video tiktok coronavirususa thisisamerica brokenamerica","Negatif"
"531",2,"the greatest wealth is health coronavirususa wednesdaymorning","Positif"
"532",-1,"she told cops she hadnt taken her medication for a preexisting heart condition  wow she looks like she just had died from the coronavirus and was being wheeled away by workers on the front line coronavirustruth coronavirususa","Negatif"
"533",0,"coronavirus likely hammered united states economy in first quarter  corona coronavirususa coronadeutschland coronavirusde coronavirustruth coronavirusdeutschland coronawillendsoon coronainpakistan","Netral"
"534",0,"people are currently infected with the coronavirus covidxexxbc coronaviruschallenge coronavid coronavirus covid corona coronvirusuk cornoravirus covid carnivalpanorama coronavirususa","Netral"
"535",-2,"trumpolini considers collectively punishing people living in democrat governed states  fascism coronavirususa covid","Negatif"
"536",1,"coronavirus treatment healthcare if you have fully recovered from covid you may be able to help patients currently fighting the infection by donating your plasma   coronaviruspandemic  coronavirususa","Positif"
"537",1,"coronavirususa  sp aprilth light negative stayhome stayathome","Positif"
"538",-2,"us corporatist fascism keeps the snouts at the trough well fed while ordinary people suffer  coronavirususa coronavirusrorts","Negatif"
"539",3,"probably the nature has given us time to stop and introspect ourselves and become more responsible living thing on the planet more like a warning covidxexxbc corona coronavirususa stayhomestaysafe donaldtrump naturewarning quarantinelife gocoronago introspect saveearth","Positif"
"540",-1,"its wednesday  time for a good read try our old testament in a year with photos maps daily readings amp insights   april joshua builds an altar at mt ebal pic  find todays feature  catch up    coronavirus coronavirusscotland coronavirususa","Negatif"
"541",0,"always an excuse always an excusehold your hands up and admit your a failure coronavirususa","Netral"
"542",4,"herexexxs a minor recap of the trenton nj xexxcfreedomxexxd rally below you will see the covid solution itxexxs a good thing he made this sign or else wexexxd never know how to overcome this global health crisis covid newjersey pandemic quarantine  njunemployment coronavirususa","Positif"
"543",-1,"thats another downright lie from trump    coronavirususa covidusa","Negatif"
"544",1,"this is a pretty serious developmentxfxfxx the implications are pretty significant maga trump trumplandslide kag kag coronavirus covidus coronavirusoutbreak covid covidusa covid coronavirususa workingfromhome opencalifornianow openamericanow","Positif"
"545",-1,"coronavirus death toll in us now exceeds that of vietnam war    penceisanidiot pencedemic trumpcovidfails coronavirus healthcareheroes coronaviruspandemic coronavirususa pandemic","Negatif"
"546",2,"mark my words trump is going to postpone the elections until further notice because of the coronavirususa","Positif"
"547",1,"cnbcxexxs hadley gamble covering a potential inquiry into covid and the extent to which it should be political  ixexxm not really sure how any inquiry could be apolitical     coronavirus coronavirusuk coronavirususa coronaviruspandemic coronaviruslockdown","Positif"
"548",-1,"covid coronavirususa  coronavirus socialdistancing   how are their views different from those of this coronavirusinfected doctor in new york city","Negatif"
"549",0,"dr musk was as wrong as drtrump  covidusa coronavirususa  million infected amp at least k dead so far amp nowhere close to zero new infections","Netral"
"550",0,"compared to  million   versus   coronavirus coronavirususa","Netral"
"551",0,"we need to be scientific and not superstitiousblind faith coronavirusindia coronavirusupdate covidindonesia covid coronavirususa coronavirusuk stayathome covidindia janatacurfew","Netral"
"552",1,"us death toll from coronavirus approaches    coronaviruspandemic usa coronavirususa","Positif"
"553",-1,"waiting for corona scenarios  covidiot coronavirususa","Negatif"
"554",-1,"coronavirusus the number of people infected by the coronavirus in the united states crossed one million and the fatalities jumped to nearly  coronavirus covid pandemic infectiousdisease coronavirusupdate usa coronavirususa","Negatif"
"555",-3,"coronavirus  covid  coronavirususa   xfxfxaxok they might find out what a real shutdown looks like if they keep messing with the people","Negatif"
"556",1,"the coronavirus deathtoll meter they continuously show should have xexxcapproved by donald j trumpxexxd underneath it since these deaths are due to his purposeful inaction regarding this pandemic covid coronavirususa","Positif"
"557",1,"too little too late  million death is nothing to ignore mr trump trumppressconference trumppressbriefing trumpownseverydeath trumpliespeopledie coronavirususa covid","Positif"
"558",-2,"since society wants to reopen and act like nothing has happened i want to know why therexexxs still no lysol or clorox or bleach to be found  ixexxm not going to act like xexxcnormalxexxd when i canxexxt even buy cleaning products coronavirususa  protestlockdown","Negatif"
"559",0,"shout out to alicia keys for great good job song that lifts our spirits analyze our song and give pointers rockytwymancom love to meet you and say thanks for your loving service to humanity god bless aliciakeys coronavirususa pandemic cnn","Netral"
"560",0,"fresh shave and my coronavirus message just now  coronaviruspandemic coronavirusoutbreak coronavirususa covid covid xexxbaxefxbxfxfxfxaxxexdxaxefxbxfxfxfxxbdxefxbxfxfxfxxa","Netral"
"561",2,"is it just pure coincidence that the uk and usa have the worst figures with regards to coronavirus on the entire planet coronavirus coronavirusuk coronavirususa covid","Positif"
"562",-1,"nightmare scenariopray for the affectedboth us and nonus citizens  coronavirususa","Negatif"
"563",1,"whomever is saying to opencalifornianow i got three words for you areyoucrazy   stayhome socialdistancing wearmask savelives  covid coronavirus coronaviruspandemic coronavirusoutbreak coronavirususa coronavirusoutbreak","Positif"
"564",2,"freedommask is a highly developed n mask with carbon cover it protects your skin from infection microorganisms and pollution buy now  freedommask masksall covid  covid covid usacovid coronavirus corona coronavirususa coronalockdown","Positif"
"565",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc censorship banned tuckercarlson","Netral"
"566",0,"california governor says it will take months and not weeks before theaters can reopen in their state  coronavirususa","Netral"
"567",0,"new coronavirus in the united states exceeded  million coronavirus coronavirususa","Netral"
"568",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc censorship banned china","Netral"
"569",-2,"xexxctheyre truly alone and thats the most heartbreaking  around  residents have died from coronavirus at veteransxexx home  in massachusetts coronavirususa covid","Negatif"
"570",1,"if trump is doing such a wonders job why do coronavirususa figures show that he is not governors disagree with him as so do some medical experts with integrity","Positif"
"571",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc censorship banned maga","Netral"
"572",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc censorship banned alexjones","Netral"
"573",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc","Netral"
"574",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc","Netral"
"575",1,"ppp loans sapped by big businesses  the daily social distancing show  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"576",0,"quarantine hilarious diary quarantinediary covid coronavirususa","Netral"
"577",-3,"according to the us national archives  american soldiers died in the vietnam conflict which began in  and ended in   covidxexxbc coronavirususa vietnamwar","Negatif"
"578",2,"can anyone in the us do a covid test on this poor young man both chinese amp american ppl need some answers from us govchinaliedpeopledied chinavirus coronavirususa trumpisanidiot trumpliesamericansdie chinazi","Positif"
"579",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc","Netral"
"580",7,"can you send me the report so i can read it over about what you say bebest and tell the truth coronavirususa","Positif"
"581",1,"i guess  has order his puppet  not to wear a mask  how irresponsible  this is not the way to handle this deadly coronavirususa covid  i hope he is going in quarantine now","Positif"
"582",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc","Netral"
"583",-1,"covid coronavirususa covid cases passes one million in usa","Negatif"
"584",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa covidxexxbc","Netral"
"585",1,"god bless cuomo but when history is written and actions are measured charlie baker will be a serious subject  coronavirususa  coronavirus  lincolnproject republicans","Positif"
"586",-1,"yet again that you do not care about anything but your reelection and nothing about us now tell me why do you think anyone would vote for you after hearing you say things like that  maga kag coronavirususa covidusa gt","Negatif"
"587",0,"play this delighful quiz to beat your boredum    coronaboredom boredinthehouse usa lockdown coronavirus coronavirususa tweetme sharethis","Netral"
"588",0,"cutting through the fog part  of  covid coronavirus coronaviruspandemic coronavirususa","Netral"
"589",2,"i only know of one vicious griper  and sadly he canxexxt hack it as leader of the free world   narcissistinchief  coronavirus  coronavirususa","Positif"
"590",1,"unfortunately you are sooo factually incorrect  coronavirus  coronavirususa  narcissistinchief","Positif"
"591",-1,"these dead people trumpburialpits  trumpgenocide  trumpshitshow  covid  coronavirususa  vicepuppy     potusenemyofthepeople","Negatif"
"592",-2,"it just doesnt occur to them to count us  native americans are being left out of demographic data on covidxexxs impact in the us they are categorized under the label xexxcotherxexxd in some states coronavirususa","Negatif"
"593",1,"trump ends briefing after reporter asks why reelect him after he lost mo  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"594",-1,"last  days corono cases in usa  th apr  th apr  st apr   nd apr   rd apr    th apr   th apr   th apr   th apr   th apr   total   besafe coronaviruslockdown coronavirususa","Negatif"
"595",1,"find it watch it very informative  dr fauci definitely needs to do the coronavirus briefings to the country  coronavirususa","Positif"
"596",-1,"thanks from us secretary of state mike pompeo for the coronavirus covid aid sent by turkey coronavirususa","Negatif"
"597",0,"coronavirus trump orders meatpacking plants to stay open xfxfxxbaxfxfxxb coronavirususa usalockdown foodsupplychain warlaw","Netral"
"598",3,"how much of an closed minded paranoid asshole do you have to be to think maatje benassi bought the coronavirus and spread it around the us but not only is it that you begin to threaten her life including her husband coronavirus covid coronavirususa","Positif"
"599",0,"usa real data   prediction    today we surpassed  million confirmed cases with so many states set to reopen we are going to trend up  well at least all the states are telling people to wear masks now  covid coronavirususa","Netral"
"600",1,"you shld not mislead ur country and world one shld not look at number of tests but tests per million population and by that standard usa is not even close to other nations even uae is doing better than you coronavirususa","Positif"
"601",0,"fishing fishinglife angling anglers fishingcartoons cartoons cartoonart  xfxfxxive ggone ccoldxfxfxaxbc fishturkeyxfxfxxfxfxfxax  coronaviruslockdownuk coronaviruslockdown coronavirususa  coronavirus","Netral"
"602",2,"xfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxa can you say karma what goes around comes around thesunkenplace hypocrites joke clowns coronavirus trumpvirus covid coronavirususa pandemic","Positif"
"603",0,"first us case of rare inflammatory syndrome linked to coronavirus  covid coronaviruspandemic coronavirususa","Netral"
"604",-3,"xexxcit feels like almost everyone is in needxexxd  meet s tina gonzales shes helping those hit hard by the covid outbreak with popup food pantries in san francisco coronavirususa nationalvolunteermonth","Negatif"
"605",-1,"fromthecenter us coronavirus death toll exceeds americans killed in vietnam war as cases top  million  reporting by    vietnamwar coronavirususa","Negatif"
"606",0,"thread  coronavirususa coronavirusoutbreak covidxexxbc covid covidpandemic","Netral"
"607",8,"let them go without your labor  let them go without the wealth you generate for them  let them go  they dont care about you so why should you care about them  labor dont need capital more than capital desperately needs labor  coronavirususa","Positif"
"608",0,"xfxfxaxab this is a ct image of a patient with pneumonia from an article on ecigarette pneumonia in the united states on september   which will be used to further confirm the origin of covid virus fortdetrick covid coronavirususa xexx","Netral"
"609",1,"this is what real numbers are folks  poland polska pol european coronavirususa coronavirus flattenthecurve firefauci firebirx bigpharma covid covid coronavirushoax corona coronaviruspandemic fakepandemic","Positif"
"610",-1,"worldometer had k recover now its k wtf liars covid coronavirususa coronavirushoax fakepandemic","Negatif"
"611",0,"history repeats itself usa trumpgenocide coronavirususa","Netral"
"612",4,"i agree great article in support of you    kids optimism resilience happiness parentinginapandemic covid courageisbeautiful covid coronavirus coronavirususa health healthy drrachaelsilverman love motivation mentalhealth","Positif"
"613",-1,"us pug becomes first recorded dog to test positive for covid virus  coronaviruspandemic coronavirususa","Negatif"
"614",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"615",6,"thank you  nurses docs and staff we love  you all thank you coronavirususa  firstresponders  nursescovid  nursesrock","Positif"
"616",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"617",-1,"covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"618",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"619",0,"i guess the house of representatives is not an essential service    xfxfxx  houseofrepresentatives unitedstates  coronavirususa  covid  covid  covidxexxbc","Netral"
"620",-1,"covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"621",0,"the mainstreammediaxfxfxaxa never talks about covid   remember that       coronavirususa xfxfxxbaxfxfxxb","Netral"
"622",-1,"while the corruptgop went on vacation during this pandemic covid cases in us topped  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"623",4,"speaker pelosi sen schumer gtgtgt congress looks foolish amp out of step with its inability to work amp vote remotely given coronavirususa given the technology available you really need to get these updates made","Positif"
"624",-1,"covid cases in us top  million  coronavirususa republicansarekillingus firethegop prosecute lockthemallup","Negatif"
"625",0,"fore coronavirususa","Netral"
"626",0,"the numbers are staggering it took about  years for the us to lose  americans in vietnam it took covid only  weeks to surpass that number coronavirususa","Netral"
"627",-1,"new york er doctor who treated coronavirususa patients dies by suicide coronawarrior rip","Negatif"
"628",0,"california governor says it will take months and not weeks before theaters can reopen in their state  coronavirususa","Netral"
"629",1,"gnotsafe g plandemic warzone  hospitals  filmyourhospitals  filmyourhospital  covid covid  covidusa  coronavirususa  coronaviruscolombia endthelockdown  endtheshutdown  firmetuhospital  coronavirusmexico lmao a could he just be playing a role lol actor","Positif"
"630",0,"nd wave  coronavirususa covid","Netral"
"631",-1,"or a span of  years  american deaths in the vietnamwar     or a span of approximately  weeks   covid american deathsand counting coronavirususa coronavirus","Negatif"
"632",0,"with more than  deaths more americans have died with covid than died in the vietnam war coronavirus covid trumpsvietnam coronavirususa","Netral"
"633",0,"hey whacko coronavirususa deniers gtgt reported us coronavirus cases   weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases right now  cases","Netral"
"634",1,"coronavirususa you are a fraud broadcasting fraud bullshit gopdeathcult california doctors with dubious covid conclusions debunked","Positif"
"635",0,"coronavirususa it is heartbreaking to see total cases in usa exceed  million today complete failure of the  administration in containing the spread","Netral"
"636",0,"shame  shame      trumpliespeopledie trumpfailedamerica coronavirususa donaldtrump  mayoclinicqanda trumppandemicfailure","Netral"
"637",2,"jets from the us navyxexxs  and the air forcexexxs  fly over new york city to pay tribute to health workers fighting the coronavirus pandemic coronavirususa  via","Positif"
"638",0,"after  went in to mayo clinic they deleted it after about  mins in hospital something is truly fishy  cnn fakepandemic fakevirus covid coronavirususa coronavirushoax mikepence trump pence","Netral"
"639",-1,"coronavirususa  the case for ending the covid pandemic with mass testing by one estimate america may need  million covid tests per day for people to return to work you canxexxt effectively fight the coronavirus pandemic without widespread testing to find out who has it","Negatif"
"640",3,"when he doesnt test positive this going to be biggest fuck you to       you all gonna get the biggest middle finger to show you its not bad  covid covid coronavirususa coronavirusliar coronavirushoax hoax covidhoax fakevirus","Positif"
"641",1,"the us on tuesday became the first country in the world to have more than one million cases of coronavirus it accounts for nearly onethird of the  million cases globallycoronavirususa","Positif"
"642",2,"thank youxfxfxxaf and if you know someone who is still bringing up the fluxfxfxxa  covid coronavirus coronavirususa coronaviruspandemic sarscov pandemic inthistogether sticktoscience","Positif"
"643",1,"does the white house or the potus have a statement to make about this  coronavirususa coronavirus covid","Positif"
"644",-1,"the rumor is no live theatre until january  at the earliest  xfxfxaxba covid coronaviruspandemic coronavirususa","Negatif"
"645",-2,"pence doesnt believe in science he amp trump need to get out of the way theyre putting all americans at risk    coronavirususa","Negatif"
"646",-5,"doctors looking at the numbers following the science drop bombshell on medical states  xfxfxx coronavirususa narrative doctors dan erickson and artin massihi operate several clinics concluding itxexxs no different than the flu  by xexxlooking at the numbersxfxfxx","Negatif"
"647",-1,"just so everyone is aware hospitals are currently denying service animals in violation of the ada so if you have one dont plan on getting sound medical care coronavirususa","Negatif"
"648",-1,"look at the irony so called developed usa on its knees  all the military power tech advancement cant protect and simple and quick measures hv put vietnam much ahead coronavirus covid chinaliedpeopleadied makechinapay coronavirususa","Negatif"
"649",2,"just give it up amp let someone else drive                  trump amp pence  before you get us all killed        trumppressconference trumpliespeopledie   coronavirususa","Positif"
"650",-3,"my elderly parents watch this bs  k dead in  month is not deadly enough this elitist swanson heir better not convince them its safe to be out and about when it most assuredly is not coronavirususa  fakefoxnews","Negatif"
"651",-1,"trumps intel briefing book repeatedly cited virus threat report  morn  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"652",0,"coronavirususa covid  dozens of coronavirus cases connected to us primary election voting","Netral"
"653",1,"new report raises the question of whether trump didnxexxt believe his intel  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"654",6,"todays covid update  new cases  more than yesterday  new recoveries  more than yesterday  new deaths  from yesterday  more data here   covid coronavirususa covid coronavirus","Positif"
"655",-1,"lets see if this  with xfxfxdxb and clorox would work for real xfxfxx coronavirususa xfxfxaxaxfxfxxbaxfxfxxb cloroxdon","Negatif"
"656",1,"more newmexico quarentine life coronavirususa covid","Positif"
"657",0,"sadly this is spot on irishtimes covid coronavirususa potus","Netral"
"658",0,"documents suggest coronavirus task force prioritized which labs got test  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Netral"
"659",1,"he doesnxexxt give a shit itxexxs all about him just like it is for     coronavirususa covid covidxexxbc coronavirus","Positif"
"660",0,"so what do doctors say about this  truthexposed whatisthetruth  coronavirususa","Netral"
"661",-2,"ny gov andrew cuomo blasts republicans for coronavirus bail out comme  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"662",0,"xfxfxxb sleep during the coronavirususa","Netral"
"663",1,"first known us coronavirus victim suffered burst heart pathologist    via   coronavirususa","Positif"
"664",-1,"coronavirus coronavirususa ccpliedpeopledied ccpmustdie it is time to stop ccp not by one man but millions of chinese supressed by the ccp which did not care how many people die world affected by covid must stop the evil commie ccp","Negatif"
"665",1,"a mask covers the eyes xfxfxx seriously  hes dumb as a rock xfxfxaxb  coronavirususa coronaviruspandemic votehimout votebluetoendthisnightmare wakeupamerica","Positif"
"666",1,"hmmmperhaps u should tour coronavirus infected meat packing plants tomorrow djtu know they r the ones u have an executive order to reopennot caring about the american employeexexxs health nor their families trumptourofmeatpackingplants coronavirususa testingtestingtesting","Positif"
"667",2,"jets from the us navyxexxs  and the air forcexexxs  fly over new york city to pay tribute to health workers fighting the coronavirus pandemic coronavirususa","Positif"
"668",-3,"youre right    trump  has pushed lack of concern for workers to cruelty toward workers   meatpacking plants must be required to put in coronavirususa safety measures before they open meat workers must be eligible for unemploymentbenefits","Negatif"
"669",-1,"trump sinks in polls claims disinfectant comments were sarcastic a closer look   via  donthecon trumplies factsmatter covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"670",3,"youre the head of the coronavirususa taskforce and you gave stupidly ridiculous excuses why you shouldnt have to wear a mask as per their guidelines some leader you are   drfauci  magats americafirst","Positif"
"671",-1,"connecticut has surpassed georgia and texas in total cases currently with  coronavirus covid coronavirususa","Negatif"
"672",0,"stop it don lemon   you cant keep pointing out the do as i say not as i do administration that essentially does nothing mikepence covidiots coronavirus coronavirususa trumpvirus wearamask mayoclinic pencedemic pencepandemic penceisanidiot","Netral"
"673",2,"coronavirus is highly contagious and much more deadly than the flu keep yacking your nonsense  i hope you get sued for spreading misinformation coronavirususa","Positif"
"674",-1,"coronavirususa gacdctesting in fultoncounty and dekalbcounty","Negatif"
"675",1,"first known us coronavirus victim suffered burst heart pathologist    via   coronavirususa","Positif"
"676",0,"the meatpacking plants must be required to institute s safety guidelines why are they optional now or americans wont eat their meat        coronavirususa meat meatplants","Netral"
"677",-1,"there is nothing safe about these states reopening in  weeks there will be a resurgent if this virus and even more people will die trumpfailedamerica coronavirususa bloodonhishandstrump complicitcorruptgop","Negatif"
"678",0,"more than  usa coronavirus coronavirususa deaths in  hours johnshopkinsuniversity tracker","Netral"
"679",0,"coronavirususa death toll now exceeds that of vietnam war coronavirususa death toll now exceeds that of vietnam war coronavirususa death toll now exceeds that of vietnam war","Netral"
"680",0,"this is all getting so nucking futs if we could dial this shit back to say or  i am content with playing atari and navigating a vcr  retro coronavirususa adulting vcr wtf","Netral"
"681",0,"im done being polite about  criminal negligence that led to my fathers death     covid coronavirus coronavirususa trumpvirus","Netral"
"682",0,"btw covid usa death count today is over   over  in the world  nottheflubro coronavirususa coronaviruspandemic covid wearamask","Netral"
"683",0,"timothy  niv tuesdaymotivation  scripture  amblogging  christianblogs  coronavirususa  georgia  stayhome  thebachelorltyh","Netral"
"684",2,"contrary to what half the us population thinks or so it seems and no matter who the president is heshe was not going one to stop it fact no one was stopping it  itxexxs a virus not a military threat coronavirus coronavirususa covid","Positif"
"685",-2,"i had some export inspections in baltimore downtown was quite eerie at  am on a monday morning coronavirususa","Negatif"
"686",0,"this is     genocide republicansarekillingus  deathcult you have blood xfxfxaxb on your hands covid coronavirususa coronavirusupdates","Netral"
"687",0,"yep  you get credit on this one the us hits the  million confirmed coronavirususa infections get outta the way let the governors create a national plan","Netral"
"688",1,"would you take a coronavirus vaccine   vaccine covid coronavirususa pharmaceuticals","Positif"
"689",-1,"until new  and  guidelines for meatpacking plants are mandatory the meatpackers should stay closed if they dont then americans should forego eating meat     coronavirususa covidiot","Negatif"
"690",-2,"going out to dinner meeting up for happy hour relaxing at my apartmentxexxs pool here in socal covid coronavirususa   sucks","Negatif"
"691",-3,"the jackass of the day award goes to mike pence for not wearing a face mask at the mayo clinic when all other visitors and staff there were wearing masks covid coronavirususa coronavirus politics trump","Negatif"
"692",0,"vote now on  are you planning to stop shaking hands with others in the future   handshaking covid coronavirususa pandemic","Netral"
"693",4,"according to which criteria or parameters do you make such assumptions with respect you are not an epidemology  virologist   i ask factual questions and dont stir up conspiracy theories   billgates   covidxexxbc covid coronavirususa corona","Positif"
"694",3,"nothing this group does makes sense to me  stands for xexxccronyismxexxd the virus is directly linked to human behavior regarding animals  it has shown that  nature will always  xexxctrumpxexxd  the economy  coronavirususa climatechange environmentalawareness","Positif"
"695",0,"even all the ones with covid  xfxfxxfxfxfxfxbdxfxfxxfxfxfxfxbd  xfxfxaxac coronavirususa","Netral"
